last_updated_dt;chainid;chainname;ticker;data
2020-06-23;556dfce1a7c82e6b724e4092;Citibank;C;1
2020-06-23;556a41d7a7c8957d73d5f17e;Hyatt Regency;H;1
2020-06-23;556a23a0a7c8957d73d2e846;Hyatt House;H;1
2020-06-23;5569f581a7c8896abe7ca02b;Hyatt Hotels;H;1
2020-06-23;556c8cb7a7c8a11a36bcb5af;Hyatt Place;H;1
2020-06-23;5569f334a7c8896abe7c5867;Park Hyatt;H;1
2020-06-23;5569f59aa7c8896abe7ca34c;Grand Hyatt;H;1
2020-06-23;556e5c72bd6a82902e29785e;Andaz;H;1
2020-06-23;556e5b06bd6a82902e294a69;Loews Hotels;L;1
2020-06-23;556d0a3aaceaff43eb082e54;Macy's;M;1
2020-06-23;5569f24fa7c8896abe7c3798;Bloomingdale's;M;1
2020-06-23;556f3c31bd6a8104863bf475;Bluemercury;M;1
2020-06-23;556de8c8a7c82f0fe987b2c2;Sprint;S;1
2020-06-23;556e1d0ca7c82e6b7251e0a8;AT&T;T;1
2020-06-23;556e1d0ca7c82e6b7251e0b2;Cricket Wireless;T;1
2020-06-23;556ca152a7c87f63786a4a28;AutoNation;AN;1
2020-06-23;556cfe41aceaff43eb06e33d;Steak 'n Shake;BH;1
2020-06-23;556f5631bd6a75a99036ab9a;BP;BP;1
2020-06-23;556f676fbd6a75a99038d8de;Dollar General;DG;1
2020-06-23;5592e3f4498eec71c3fd98be;Dollar General Market;DG;1
2020-06-23;556cfc3faceaff43eb0690bf;Champs Sports;FL;1
2020-06-23;556de8c8a7c82f0fe987b2d2;Foot Locker;FL;1
2020-06-23;5569f8a8a7c8896abe7d0675;The Goldman Sachs Group, Inc.;GS;1
2020-06-23;556e146fa7c82e6b725097d7;The Home Depot;HD;1
2020-06-23;556a36a5a7c8957d73d51a70;Smith's;KR;1
2020-06-23;556e0690a7c82e6b724e70ac;Kroger;KR;1
2020-06-23;5569eedfa7c8896abe7bd584;Copps;KR;1
2020-06-23;556a25c0a7c8957d73d33022;Tom Thumb;KR;1
2020-06-23;556a3e88a7c8957d73d5a815;King Soopers;KR;1
2020-06-23;556f444cbd6a007c7738c071;Pick 'n Save;KR;1
2020-06-23;556a34b9a7c8957d73d4de0e;Fred Meyer;KR;1
2020-06-23;556ce010aceaff43eb044906;Fred Meyer Jewelers;KR;1
2020-06-23;556a31e2a7c8957d73d48750;Tom Thumb C-Stores;KR;1
2020-06-23;556f4350bd6a007c773894ab;Dillons;KR;1
2020-06-23;556a48c3a7c8957d73d66808;LoafNJug;KR;1
2020-06-23;556f4173bd6a007c77386113;Mariano's Fresh Market;KR;1
2020-06-23;556a2332a7c8957d73d2d8f8;QFC;KR;1
2020-06-23;556a35b9a7c8957d73d4fb15;Fry's Food Stores;KR;1
2020-06-23;556c9585a7c8a11a36bdbd74;Harris Teeter;KR;1
2020-06-23;556c9f5ca7c87f63786a0b07;Turkey Hill Minit Markets;KR;1
2020-06-23;5665cf7b60b2cc5383cff0ce;Kroger Pharmacy;KR;1
2020-06-23;556a3656a7c8957d73d50fdc;Kwik Shop;KR;1
2020-06-23;556de8c8a7c82f0fe987b2ca;Victoria's Secret PINK;LB;1
2020-06-23;556e092ea7c82e6b724ee2eb;Bath & Body Works;LB;1
2020-06-23;5593025b498e3298e1efd82d;Bath & Body Works Outlet;LB;1
2020-06-23;556de729a7c82f0fe9875f3c;Victoria's Secret;LB;1
2020-06-23;5569f1dca7c8896abe7c2fb0;Henri Bendel;LB;1
2020-06-23;58a5ccc3fc5a5f24e0f2e8f6;LabCorp;LH;1
2020-06-23;556d1612aceaff43eb0990c5;La Quinta Inns & Suites;LQ;1
2020-06-23;58545ab5fc8d5952b820a83c;Restoration Hardware;RH;1
2020-06-23;573cc559498e84dcd4adc344;Club Monaco;RL;1
2020-06-23;556c9b97a7c87f637869e19b;Ralph Lauren;RL;1
2020-06-23;556d0ef4aceaff43eb087d93;Ruby Tuesday;RT;1
2020-06-23;556a2781a7c8957d73d34798;Petro Stopping Centers;TA;1
2020-06-23;556a2265a7c8957d73d2bfc4;Quaker Steak & Lube®;TA;1
2020-06-23;556deb32a7c82f0fe988078e;TD Bank;TD;1
2020-06-23;561ff01b498e8b23a9c5b4f9;Toyota;TM;1
2020-06-23;568c4f8e498ec8e3dff565dd;Scion;TM;1
2020-06-23;556e51f3bd6a82902e28277b;Under Armour;UA;1
2020-06-23;556ce335aceaff43eb04ce67;Ben & Jerry's;UN;1
2020-06-23;5569f7e2a7c8896abe7cece2;Virgin America;VA;1
2020-06-23;556e0f6fa7c82e6b724f8c86;Verizon Wireless;VZ;1
2020-06-23;561fef25498e8b23a9c5b294;Western Union;WU;1
2020-06-23;556e23e9a7c82e6b7252cea9;CARQUEST Auto Parts;AAP;1
2020-06-23;556e3827bd6a82902e253a79;Advance Auto Parts;AAP;1
2020-06-23;556dfa53a7c82e6b724de0a0;American Eagle Outfitters;AEO;1
2020-06-23;5569f8a8a7c8896abe7d0663;Aerie;AEO;1
2020-06-23;5568efc1a7c8a9cf8ec3f792;77Kids by American Eagle;AEO;1
2020-06-23;563a60ac498e9cc40000ff41;AEO Factory Store;AEO;1
2020-06-23;556cdd65aceaff43eb03dde7;AMC Theatres;AMC;1
2020-06-23;5665cd7a60b2cc5383ccf5a5;Hollister;ANF;1
2020-06-23;5568f410a7c8a9cf8ec481f0;Abercrombie & Fitch;ANF;1
2020-06-23;5568efbaa7c8a9cf8ec3f679;abercrombie kids;ANF;1
2020-06-23;564e0af0498e60cfa9461996;P.S. from Aéropostale;ARO;1
2020-06-23;556d1eaeaceaff43eb0aea68;Aéropostale;ARO;1
2020-06-23;556ce0d4aceaff43eb0463f5;AvalonBay;AVB;1
2020-06-23;556ce4d6aceaff43eb050859;AutoZone;AZO;1
2020-06-23;56043ccc498ed9eb4df8d5e3;Bank of America;BAC;1
2020-06-23;556ce188aceaff43eb047f7f;Build-A-Bear Workshop;BBW;1
2020-06-23;556e0690a7c82e6b724e70ae;Best Buy;BBY;1
2020-06-23;556e092ea7c82e6b724ee2f6;Big Lots;BIG;1
2020-06-23;556cfd40aceaff43eb06ba6c;Brookdale Senior Living;BKD;1
2020-06-23;58544c5379dbf2191d5ab700;The Buckle;BKE;1
2020-06-23;564a5020498e1fe0ead4e7aa;Barnes & Noble Cafe;BKS;1
2020-06-23;556d1612aceaff43eb0990c6;Barnes & Noble;BKS;1
2020-06-23;5569f30aa7c8896abe7c5307;Northstar California™ Resort;BYD;1
2020-06-23;5568ef99a7c8a9cf8ec3f1c9;Boyd Gaming;BYD;1
2020-06-23;5569f825a7c8896abe7cf7a3;Cabela's;CAB;1
2020-06-23;58544ef579dbf2191d5ac64b;Caleres;CAL;1
2020-06-23;556e1846a7c82e6b72513d65;Budget Car Rental;CAR;1
2020-06-23;556e0bfaa7c82e6b724f5531;Avis Car Rental;CAR;1
2020-06-23;556e146fa7c82e6b725097d3;Zipcar;CAR;1
2020-06-23;5569eef1a7c8896abe7bd7af;Quality Inn;CHH;1
2020-06-23;556f3e26bd6a007c77380a9f;Econo Lodge;CHH;1
2020-06-23;5747181f498e490264d644e7;Mainstay Suites;CHH;1
2020-06-23;556f3e84bd6a007c773817cf;Cambria Hotels & Suites;CHH;1
2020-06-23;5568eadba7c8a9cf8ec377f7;Rodeway Inn;CHH;1
2020-06-23;556e53c4bd6a82902e284edf;Sleep Inn & Suites;CHH;1
2020-06-23;556e58fdbd6a82902e28f8a0;Comfort Suites;CHH;1
2020-06-23;57470829498e964e62174c2b;Ascend Hotel Collection;CHH;1
2020-06-23;556e583bbd6a82902e28ddf5;Clarion;CHH;1
2020-06-23;556a259ba7c8957d73d32b44;Comfort Inn & Suites;CHH;1
2020-06-23;5568f0a8a7c8a9cf8ec4169f;Chico's;CHS;1
2020-06-23;556e0f6fa7c82e6b724f8c82;Chipotle Mexican Grill;CMG;1
2020-06-23;556c9990a7c87f637869a5fb;Cinemark;CNK;1
2020-06-23;556ce2a7aceaff43eb04b488;Coach;COH;1
2020-06-23;556d0479aceaff43eb07b081;Carter's;CRI;1
2020-06-23;556d1457aceaff43eb094f79;MinuteClinic;CVS;1
2020-06-23;556f5631bd6a75a99036ab9b;CVS;CVS;1
2020-06-23;556f46f6bd6a007c77390fae;Chevron;CVX;1
2020-06-23;556e146fa7c82e6b725097df;Texaco;CVX;1
2020-06-23;5569f0b9a7c8896abe7c0617;Rio Las Vegas;CZR;1
2020-06-23;5569f28ca7c8896abe7c3fc5;Caesars Palace;CZR;1
2020-06-23;5569f2b8a7c8896abe7c4534;Paris Las Vegas;CZR;1
2020-06-23;5568ef67a7c8a9cf8ec3eab9;Flamingo Las Vegas;CZR;1
2020-06-23;556a45bfa7c8957d73d617dc;Delta;DAL;1
2020-06-23;556ca462a7c87f63786aa4da;Dillard's;DDS;1
2020-06-23;5665d19e60b2cc5383d38d2e;Quest Diagnostics;DGX;1
2020-06-23;556e0f6fa7c82e6b724f8c84;IHOP;DIN;1
2020-06-23;556e146fa7c82e6b725097e1;Applebee's;DIN;1
2020-06-23;556c9628a7c8a11a36bdd0b5;Disney Store;DIS;1
2020-06-23;57472dfd498ed8d1fff1106d;Walt Disney Parks and Resorts;DIS;1
2020-06-23;5568ef2ca7c8a9cf8ec3e31a;Field & Stream;DKS;1
2020-06-23;556a2a78a7c8957d73d39dbf;Golf Galaxy;DKS;1
2020-06-23;556d0353aceaff43eb077ef7;DICK'S Sporting Goods;DKS;1
2020-06-23;5568effba7c8a9cf8ec3ffa2;&pizza;DPZ;1
2020-06-23;556e40c7bd6a82902e2671cd;Domino's Pizza;DPZ;1
2020-06-23;5569f571a7c8896abe7c9d0f;Bahama Breeze;DRI;1
2020-06-23;556a223ba7c8957d73d2bad3;Yard House;DRI;1
2020-06-23;556d1777aceaff43eb09d1f1;Olive Garden;DRI;1
2020-06-23;556ce747aceaff43eb05689e;LongHorn Steakhouse;DRI;1
2020-06-23;5568f0f5a7c8a9cf8ec42180;Eddie V's Prime Seafood;DRI;1
2020-06-23;5569f825a7c8896abe7cf7b1;Seasons 52;DRI;1
2020-06-23;5569ff73a7c8896abe7ddb42;The Capital Grille;DRI;1
2020-06-23;556ce2a7aceaff43eb04b492;DSW Designer Shoe Warehouse;DSW;1
2020-06-23;556df7e1a7c82e6b724d8229;Chili's Grill & Bar;EAT;1
2020-06-23;5569fa23a7c8896abe7d3920;Maggiano's;EAT;1
2020-06-23;556ce8d9aceaff43eb0588d8;Equity Residential;EQR;1
2020-06-23;556a4935a7c8957d73d676bd;Essex Property Trust;ESS;1
2020-06-23;556e092ea7c82e6b724ee2fb;Extra Space Storage;EXR;1
2020-06-23;556f5631bd6a75a99036aba2;Family Dollar;FDO;1
2020-06-23;556e23e9a7c82e6b7252cea7;FedEx Office Print & Ship Center;FDX;1
2020-06-23;556a2805a7c8957d73d35400;Cedar Fair Amusement Parks;FUN;1
2020-06-23;556a4162a7c8957d73d5e4a7;Johnston & Murphy;GCO;1
2020-06-23;56285abb498e992da0150cfa;LIDS / Hat World;GCO;1
2020-06-23;556ca24da7c87f63786a6093;GUESS;GES;1
2020-06-23;556e3827bd6a82902e253a78;GameStop;GME;1
2020-06-23;556e3827bd6a82902e253a7e;GNC;GNC;1
2020-06-23;556d1d36aceaff43eb0a9e60;Old Navy;GPS;1
2020-06-23;556d1457aceaff43eb094f73;GAP;GPS;1
2020-06-23;556d0479aceaff43eb07b07d;Banana Republic;GPS;1
2020-06-23;573e05ed498e26579d39f640;Hanes Brands;HBI;1
2020-06-23;556c9b97a7c87f637869e197;h.h. gregg;HGG;1
2020-06-23;57471bea498e6f9eafbcd914;Conrad Hotels & Resorts;HLT;1
2020-06-23;5568f398a7c8a9cf8ec47148;Hampton by Hilton;HLT;1
2020-06-23;556c8d37a7c8a11a36bcc571;Embassy Suites by Hilton;HLT;1
2020-06-23;5569f189a7c8896abe7c2366;Home2 Suites by Hilton;HLT;1
2020-06-23;556e4edcbd6a82902e27f7b8;Homewood Suites by Hilton;HLT;1
2020-06-23;556e146fa7c82e6b725097d5;Hilton Hotels & Resorts;HLT;1
2020-06-23;556e582dbd6a82902e28db7d;Hilton Garden Inn;HLT;1
2020-06-23;5569ef52a7c8896abe7be308;Hilton Grand Vacations;HLT;1
2020-06-23;556cdd65aceaff43eb03dde1;DoubleTree by Hilton;HLT;1
2020-06-23;556f4147bd6a007c77385b1e;Waldorf Astoria;HLT;1
2020-06-23;556e518ebd6a82902e282014;HONDA;HMC;1
2020-06-23;556e5fcdbd6a82902e29e31e;Harley-Davidson;HOG;1
2020-06-23;556e5234bd6a82902e282d0f;FourPoints by Sheraton;HOT;1
2020-06-23;556e5c4fbd6a82902e29721f;Westin Hotels & Resorts;HOT;1
2020-06-23;556e56b5bd6a82902e28b054;Aloft Hotels;HOT;1
2020-06-23;5569f692a7c8896abe7cc344;Sheraton;HOT;1
2020-06-23;556e520bbd6a82902e282998;The Luxury Collection;HOT;1
2020-06-23;556f4131bd6a007c773857fd;St. Regis Hotels;HOT;1
2020-06-23;556e5a4fbd6a82902e292d26;W Hotels Worldwide;HOT;1
2020-06-23;556f676fbd6a75a99038d8e0;H&R Block;HRB;1
2020-06-23;556e23e9a7c82e6b7252cead;Hertz;HTZ;1
2020-06-23;556a32c4a7c8957d73d4a2ed;Havertys Furniture;HVT;1
2020-06-23;556e0690a7c82e6b724e70a3;Holiday Inn;IHG;1
2020-06-23;5569fe7da7c8896abe7dbfa6;Hotel Indigo;IHG;1
2020-06-23;556a48c3a7c8957d73d66814;InterContinental Hotels & Resorts;IHG;1
2020-06-23;556ce747aceaff43eb056899;Crowne Plaza Hotels & Resorts;IHG;1
2020-06-23;556c8f10a7c8a11a36bcf8a8;Staybridge Suites;IHG;1
2020-06-23;556ce2a7aceaff43eb04b48a;Candlewood Suites;IHG;1
2020-06-23;556e1846a7c82e6b72513d63;Holiday Inn Express;IHG;1
2020-06-23;556c8d37a7c8a11a36bcc56b;Joe's Crab Shack;IRG;1
2020-06-23;5568f2b7a7c8a9cf8ec45ea6;Brick House Tavern + Tap;IRG;1
2020-06-23;556de8c8a7c82f0fe987b2c8;JCPenney;JCP;1
2020-06-23;5569fb2da7c8896abe7d5b5e;JPMorgan Chase & Co.;JPM;1
2020-06-23;556f46f6bd6a007c77390fa8;Chase Bank;JPM;1
2020-06-23;556cfa63aceaff43eb063e0d;Nordstrom;JWN;1
2020-06-23;55c15ff7498e2a4c86c9c054;Nordstrom Rack;JWN;1
2020-06-23;556c96cda7c8a11a36bde31e;Krispy Kreme Doughnuts;KKD;1
2020-06-23;556a2481a7c8957d73d306fb;Mills Fleet Farm;KKR;1
2020-06-23;556a48c3a7c8957d73d66802;CarMax;KMX;1
2020-06-23;556df7e1a7c82e6b724d822a;Kohl's;KSS;1
2020-06-23;556f43a2bd6a007c7738a3bd;Orchard Supply Hardware;LOW;1
2020-06-23;556e119fa7c82e6b725012ec;Lowe's;LOW;1
2020-06-23;556f3ffdbd6a007c77382ff9;Cheeseburger In Paradise;LUB;1
2020-06-23;556f43bdbd6a007c7738aab6;Luby's;LUB;1
2020-06-23;556a4bb0a7c8957d73d68bbf;Fuddruckers;LUB;1
2020-06-23;556d1d36aceaff43eb0a9e64;LensCrafters;LUX;1
2020-06-23;556e119fa7c82e6b725012e6;Sunglass Hut;LUX;1
